"district_id";"frequency";"date";"avg_mensal_income";"avg_mensal_expenses";"avg_transaction_count";"gender";"owner_account_id";"owner_account_age";"account_age";"min_balance";"max_balance";"account_id"
4.0;"monthly issuance";1/14/93 11:00 PM;5532.604166666667;5384.427272727276;5.145833333333333;"F";3041.0;"73";"7";500.0;36027.1;2519.0
55.0;"monthly issuance";1/16/93 11:00 PM;14416.954545454546;13687.875000000002;4.090909090909091;"M";12754.0;"40";"7";1100.0;60432.4;10364.0
15.0;"monthly issuance";1/16/93 11:00 PM;3120.372916666667;2995.0651162790723;4.666666666666667;"F";1794.0;"60";"7";1000.0;24502.1;1481.0
32.0;"monthly issuance";1/17/93 11:00 PM;13896.564583333335;14173.799999999988;6.3125;"M";485.0;"22";"7";300.0;55988.0;401.0
1.0;"monthly issuance";1/17/93 11:00 PM;7516.056250000001;6941.906666666667;4.895833333333333;"F";4862.0;"57";"7";-2994.6;55302.3;4034.0
54.0;"monthly issuance";1/18/93 11:00 PM;3395.464583333333;3288.530232558142;5.333333333333333;"M";2818.0;"37";"7";200.0;25923.4;2330.0
40.0;"monthly issuance";1/18/93 11:00 PM;5011.631250000001;4884.274418604655;4.645833333333333;"M";2187.0;"67";"7";400.0;32974.3;1806.0
54.0;"monthly issuance";1/18/93 11:00 PM;15411.085714285713;15531.631578947372;8.142857142857142;"F";4620.0;"60";"7";700.0;54321.8;3834.0
66.0;"monthly issuance";1/19/93 11:00 PM;6321.04375;6387.018604651165;4.916666666666667;"M";1475.0;"68";"7";700.0;47391.7;1222.0
27.0;"weekly issuance";1/19/93 11:00 PM;53351.872916666674;53002.46808510638;6.0625;"F";255.0;"49";"7";200.0;123282.9;212.0
49.0;"monthly issuance";1/20/93 11:00 PM;51100.60833333334;51032.63404255324;5.395833333333333;"M";548.0;"63";"7";700.0;139481.6;456.0
47.0;"monthly issuance";1/20/93 11:00 PM;2081.818181818182;1448.0;1.0;"F";551.0;"24";"7";1000.0;26500.0;459.0
45.0;"monthly issuance";1/20/93 11:00 PM;25749.21666666667;24803.357446808503;7.5625;"M";924.0;"47";"7";500.0;96066.3;772.0
52.0;"monthly issuance";1/20/93 11:00 PM;21443.19166666667;21448.495652173897;7.541666666666667;"F";1223.0;"45";"7";1100.0;71184.8;1019.0
74.0;"monthly issuance";1/20/93 11:00 PM;20398.6375;19846.760869565205;7.6875;"F";13886.0;"46";"7";-1370.1;84657.5;11295.0
60.0;"monthly issuance";1/21/93 11:00 PM;10602.654166666665;10245.821739130428;4.25;"M";3586.0;"57";"7";400.0;52613.9;2970.0
73.0;"monthly issuance";1/21/93 11:00 PM;16577.937500000004;16206.539130434769;7.416666666666667;"M";3231.0;"39";"7";200.0;61344.7;2676.0
41.0;"weekly issuance";1/21/93 11:00 PM;29786.645833333332;29883.108695652172;5.6875;"F";1862.0;"23";"7";300.0;86272.4;1536.0
74.0;"monthly issuance";1/22/93 11:00 PM;4206.4854166666655;4103.11162790698;4.395833333333333;"F";1419.0;"82";"7";700.0;27872.0;1179.0
25.0;"monthly issuance";1/22/93 11:00 PM;13510.418749999997;13409.517391304336;6.604166666666667;"F";338.0;"49";"7";300.0;50891.6;280.0
41.0;"monthly issuance";1/22/93 11:00 PM;10370.210416666667;10129.126086956514;5.666666666666667;"M";2930.0;"59";"7";900.0;45077.5;2425.0
68.0;"monthly issuance";1/23/93 11:00 PM;25007.340000000004;24260.105263157886;6.809523809523809;"M";11461.0;"26";"7";900.0;129123.0;9307.0
23.0;"monthly issuance";1/23/93 11:00 PM;21782.633333333328;21593.64782608694;4.770833333333333;"M";4886.0;"21";"7";200.0;75073.5;4055.0
66.0;"monthly issuance";1/23/93 11:00 PM;24618.354166666668;26244.38888888891;5.020833333333333;"F";6114.0;"60";"7";-5.0;141961.4;5065.0
75.0;"monthly issuance";1/23/93 11:00 PM;6211.9749999999985;6184.22272727273;5.125;"F";4466.0;"78";"7";500.0;36989.9;3704.0
1.0;"monthly issuance";1/24/93 11:00 PM;17614.685416666664;17145.12608695651;7.416666666666667;"M";574.0;"28";"7";1000.0;63215.2;477.0
54.0;"monthly issuance";1/24/93 11:00 PM;32804.84375;30458.799999999992;5.125;"M";7127.0;"43";"7";900.0;102410.3;5891.0
77.0;"monthly issuance";1/24/93 11:00 PM;33501.100000000006;32443.165957446825;7.791666666666667;"F";1204.0;"26";"7";200.0;100358.5;1000.0
1.0;"monthly issuance";1/25/93 11:00 PM;26683.712499999994;25345.655319148933;6.604166666666667;"F";2122.0;"30";"7";1100.0;97059.5;1750.0
68.0;"monthly issuance";1/25/93 11:00 PM;25235.639583333337;24742.191304347816;8.25;"M";2457.0;"60";"7";200.0;81863.2;2023.0
12.0;"monthly issuance";1/25/93 11:00 PM;39223.394117647054;40744.32499999999;6.0;"F";7815.0;"54";"7";1100.0;126002.8;6473.0
46.0;"monthly issuance";1/25/93 11:00 PM;5287.210869565219;5147.214634146345;2.625;"F";1999.0;"18";"7";700.0;90624.1;1649.0
13.0;"monthly issuance";1/26/93 11:00 PM;26088.295833333334;26270.719148936172;6.0;"M";3225.0;"43";"7";1100.0;84562.3;2670.0
27.0;"monthly issuance";1/26/93 11:00 PM;25044.11875000001;24891.47391304347;5.625;"M";1353.0;"41";"7";600.0;90332.4;1127.0
30.0;"monthly issuance";1/26/93 11:00 PM;6671.868750000001;6417.817777777779;5.875;"M";197.0;"67";"7";900.0;38806.3;163.0
48.0;"monthly issuance";1/26/93 11:00 PM;1873.076923076923;1709.090909090909;1.0;"M";3097.0;"52";"7";800.0;25800.0;2566.0
70.0;"monthly issuance";1/26/93 11:00 PM;4674.535416666666;4256.497777777781;5.104166666666667;"M";12.0;"19";"7";400.0;78753.0;9.0
59.0;"monthly issuance";1/27/93 11:00 PM;3368.2541666666657;3370.4139534883743;4.75;"M";1375.0;"23";"7";200.0;22123.1;1144.0
32.0;"monthly issuance";1/27/93 11:00 PM;21719.477083333328;22106.473913043465;6.541666666666667;"F";3507.0;"54";"7";200.0;74804.6;2902.0
63.0;"monthly issuance";1/27/93 11:00 PM;20213.916666666664;19434.082608695637;4.854166666666667;"F";5175.0;"51";"7";200.0;84573.5;4296.0
64.0;"monthly issuance";1/27/93 11:00 PM;3083.293749999999;2859.8558139534903;6.083333333333333;"M";534.0;"43";"7";500.0;26436.2;443.0
61.0;"monthly issuance";1/28/93 11:00 PM;17410.493749999998;16413.73478260868;5.583333333333333;"F";4453.0;"24";"7";1000.0;85011.3;3693.0
72.0;"monthly issuance";1/28/93 11:00 PM;13912.366666666663;13420.691304347814;5.5625;"F";2510.0;"41";"7";300.0;52973.7;2070.0
12.0;"monthly issuance";1/29/93 11:00 PM;17187.114285714288;17203.44;3.5714285714285716;"F";2235.0;"60";"7";1000.0;65898.5;1843.0
1.0;"monthly issuance";1/29/93 11:00 PM;7365.777083333335;7437.3272727272715;4.979166666666667;"M";3276.0;"20";"7";800.0;72589.7;2714.0
40.0;"monthly issuance";1/29/93 11:00 PM;25477.25833333333;24798.430434782604;4.416666666666667;"M";4915.0;"37";"7";300.0;87725.9;4078.0
36.0;"monthly issuance";1/31/93 11:00 PM;4441.76170212766;4130.879069767445;4.829787234042553;"M";2034.0;"74";"7";1100.0;34265.6;1675.0
44.0;"monthly issuance";2/1/93 11:00 PM;25584.423404255325;26231.835555555568;4.872340425531915;"F";7100.0;"39";"7";-3370.3;174679.8;5868.0
1.0;"monthly issuance";2/1/93 11:00 PM;22099.552173913045;23891.764102564095;4.717391304347826;"F";2186.0;"58";"7";1100.0;139372.2;1805.0
17.0;"monthly issuance";2/1/93 11:00 PM;6210.3617021276605;6401.563636363639;5.48936170212766;"M";2940.0;"35";"7";600.0;34753.3;2434.0
16.0;"monthly issuance";2/1/93 11:00 PM;24577.61276595744;24980.306666666656;8.46808510638298;"F";3632.0;"57";"7";800.0;77117.9;3007.0
68.0;"monthly issuance";2/1/93 11:00 PM;16247.33404255319;15812.439999999986;5.787234042553192;"M";3105.0;"53";"7";1100.0;61861.3;2574.0
64.0;"weekly issuance";2/1/93 11:00 PM;48478.046808510655;48291.65217391304;6.191489361702128;"F";1039.0;"20";"7";200.0;132925.6;862.0
1.0;"weekly issuance";2/2/93 11:00 PM;52532.92978723405;52636.69565217391;5.787234042553192;"F";1359.0;"49";"7";1000.0;143674.4;1132.0
54.0;"monthly issuance";2/2/93 11:00 PM;19876.55531914894;19146.523404255302;4.574468085106383;"M";5409.0;"52";"7";700.0;139029.1;4484.0
1.0;"monthly issuance";2/2/93 11:00 PM;3305.78085106383;3125.576744186049;4.851063829787234;"F";1137.0;"23";"7";800.0;25830.8;943.0
7.0;"monthly issuance";2/2/93 11:00 PM;3480.2851063829785;3228.7395348837235;4.851063829787234;"M";4243.0;"42";"7";600.0;27784.9;3514.0
67.0;"monthly issuance";2/3/93 11:00 PM;16045.899999999998;15526.691304347814;4.468085106382978;"M";4803.0;"55";"7";900.0;62018.3;3983.0
1.0;"monthly issuance";2/3/93 11:00 PM;28692.905882352938;27286.952941176467;6.388888888888889;"F";11409.0;"20";"7";300.0;103467.2;9265.0
32.0;"monthly issuance";2/3/93 11:00 PM;15328.22340425532;15415.551111111099;5.404255319148936;"F";559.0;"28";"7";700.0;52628.2;465.0
54.0;"monthly issuance";2/4/93 11:00 PM;6363.54255319149;6145.609090909094;8.212765957446809;"M";1183.0;"58";"7";900.0;33568.1;982.0
70.0;"monthly issuance";2/4/93 11:00 PM;20421.55744680851;20252.128888888874;5.723404255319149;"F";496.0;"49";"7";400.0;73216.3;411.0
14.0;"monthly issuance";2/4/93 11:00 PM;8374.71702127659;8531.268181818177;5.574468085106383;"F";1072.0;"34";"7";700.0;41861.9;890.0
63.0;"monthly issuance";2/4/93 11:00 PM;24489.642553191483;24080.08444444443;5.9361702127659575;"F";754.0;"53";"7";600.0;83752.0;627.0
61.0;"monthly issuance";2/5/93 11:00 PM;16172.680851063833;15632.959999999988;6.48936170212766;"F";2935.0;"56";"7";600.0;73126.7;2429.0
64.0;"monthly issuance";2/5/93 11:00 PM;4799.731914893617;4781.695238095242;4.638297872340425;"F";4777.0;"71";"7";500.0;34835.9;3960.0
48.0;"monthly issuance";2/5/93 11:00 PM;4820.234042553193;4720.50697674419;4.723404255319149;"M";2731.0;"73";"7";700.0;26662.6;2256.0
1.0;"weekly issuance";2/6/93 11:00 PM;26440.95;25258.133333333335;5.3125;"F";9945.0;"32";"7";200.0;82981.9;8051.0
73.0;"monthly issuance";2/7/93 11:00 PM;14082.714893617029;13525.639999999989;5.829787234042553;"F";3193.0;"50";"7";400.0;62421.5;2647.0
6.0;"monthly issuance";2/7/93 11:00 PM;13177.329787234044;12646.8711111111;7.361702127659575;"F";2714.0;"30";"7";200.0;62782.5;2241.0
70.0;"monthly issuance";2/7/93 11:00 PM;64206.15714285713;64046.19;9.333333333333334;"M";6789.0;"21";"7";700.0;136436.6;5622.0
1.0;"monthly issuance";2/7/93 11:00 PM;8085.761702127661;7224.795555555555;5.595744680851064;"M";3486.0;"38";"7";1100.0;60695.6;2884.0
10.0;"monthly issuance";2/7/93 11:00 PM;12919.651063829786;12992.826666666655;5.148936170212766;"F";2220.0;"48";"7";1000.0;49418.8;1830.0
74.0;"monthly issuance";2/7/93 11:00 PM;56005.06923076923;53066.430769230756;7.285714285714286;"F";9593.0;"32";"7";600.0;124339.4;7753.0
24.0;"monthly issuance";2/7/93 11:00 PM;5190.772340425531;4374.072727272731;7.51063829787234;"M";295.0;"61";"7";800.0;57748.0;244.0
1.0;"monthly issuance";2/7/93 11:00 PM;3231.5808510638294;3106.9255813953514;4.851063829787234;"M";1790.0;"47";"7";3151.0;23273.2;1477.0
50.0;"monthly issuance";2/7/93 11:00 PM;30592.91914893617;30417.343478260882;5.148936170212766;"M";5111.0;"41";"7";5230.1;92841.6;4240.0
6.0;"monthly issuance";2/7/93 11:00 PM;4652.717021276594;4213.07272727273;8.340425531914894;"M";1210.0;"39";"7";1000.0;38534.0;1006.0
74.0;"monthly issuance";2/7/93 11:00 PM;17942.54893617021;17266.959999999985;4.425531914893617;"F";999.0;"34";"7";200.0;83639.4;830.0
45.0;"monthly issuance";2/7/93 11:00 PM;12524.333333333334;13718.25;4.0;"M";11314.0;"64";"7";800.0;49590.4;9188.0
57.0;"issuance after transaction";2/7/93 11:00 PM;25720.914893617028;26832.363636363636;5.574468085106383;"M";2390.0;"62";"7";600.0;156483.5;1965.0
6.0;"monthly issuance";2/8/93 11:00 PM;13379.759574468084;13588.137777777767;6.468085106382978;"F";1363.0;"21";"7";400.0;51583.3;1134.0
10.0;"monthly issuance";2/8/93 11:00 PM;4042.3829787234044;3986.219047619051;4.446808510638298;"F";1941.0;"79";"7";500.0;28248.4;1601.0
38.0;"monthly issuance";2/9/93 11:00 PM;5889.778723404254;5989.26666666667;5.085106382978723;"F";3457.0;"77";"7";300.0;38704.7;2861.0
16.0;"monthly issuance";2/9/93 11:00 PM;13817.359999999997;12771.328571428574;4.875;"F";976.0;"45";"7";1100.0;48277.9;813.0
75.0;"monthly issuance";2/9/93 11:00 PM;16501.900000000005;16931.28444444443;4.851063829787234;"M";3120.0;"36";"7";1000.0;61618.4;2585.0
16.0;"monthly issuance";2/9/93 11:00 PM;6131.753191489361;6479.26666666667;5.148936170212766;"M";2689.0;"77";"7";1100.0;35297.6;2220.0
64.0;"monthly issuance";2/10/93 11:00 PM;47088.74680851065;47180.1782608696;6.680851063829787;"F";3336.0;"49";"7";200.0;136040.4;2763.0
51.0;"monthly issuance";2/10/93 11:00 PM;3260.657446808512;3031.6952380952403;4.702127659574468;"M";2830.0;"26";"7";400.0;28501.8;2342.0
72.0;"monthly issuance";2/11/93 11:00 PM;19458.793617021274;19511.871111111097;5.595744680851064;"M";2363.0;"53";"7";700.0;66233.8;1944.0
27.0;"monthly issuance";2/11/93 11:00 PM;22590.272340425534;22347.95217391303;5.851063829787234;"M";2391.0;"58";"7";900.0;74896.1;1966.0
46.0;"monthly issuance";2/12/93 11:00 PM;38315.61666666666;44421.200000000004;6.166666666666667;"M";2181.0;"32";"7";700.0;120512.8;1801.0
68.0;"monthly issuance";2/12/93 11:00 PM;6304.717021276595;5721.809302325585;5.382978723404255;"M";3070.0;"80";"7";1100.0;55121.8;2543.0
31.0;"monthly issuance";2/12/93 11:00 PM;6710.674468085105;7022.446511627907;5.191489361702128;"F";2776.0;"66";"7";700.0;35124.0;2293.0
1.0;"weekly issuance";2/13/93 11:00 PM;39475.299999999996;39202.333333333336;3.857142857142857;"M";13539.0;"22";"7";600.0;122893.1;11013.0
30.0;"monthly issuance";2/13/93 11:00 PM;5636.440425531914;5977.719047619052;5.829787234042553;"M";2928.0;"68";"7";400.0;31220.1;2423.0
51.0;"monthly issuance";2/14/93 11:00 PM;4555.712765957446;4601.028571428575;4.787234042553192;"M";171.0;"71";"7";900.0;28892.5;142.0
74.0;"monthly issuance";2/15/93 11:00 PM;32347.08085106383;31420.600000000006;7.553191489361702;"M";4139.0;"31";"7";900.0;151731.2;3424.0
13.0;"issuance after transaction";2/15/93 11:00 PM;24652.933333333345;28257.25789473684;4.340425531914893;"F";649.0;"22";"7";-1412.4;153648.1;539.0
21.0;"monthly issuance";2/15/93 11:00 PM;19247.465957446813;19297.359999999986;5.638297872340425;"M";1180.0;"56";"7";1000.0;63105.3;979.0
66.0;"monthly issuance";2/15/93 11:00 PM;6916.17659574468;6562.108695652174;6.0212765957446805;"M";4289.0;"19";"7";1100.0;69100.8;3554.0
51.0;"monthly issuance";2/16/93 11:00 PM;21710.891489361697;21931.359999999986;5.23404255319149;"M";4279.0;"51";"7";900.0;70211.7;3545.0
16.0;"monthly issuance";2/16/93 11:00 PM;3487.0063829787227;3307.980952380955;4.574468085106383;"F";3684.0;"39";"7";600.0;29807.4;3047.0
21.0;"monthly issuance";2/16/93 11:00 PM;34013.141176470584;25563.55777777778;5.191489361702128;"F";4080.0;"57";"7";-7448.4;141658.7;3374.0
68.0;"monthly issuance";2/17/93 11:00 PM;47671.227659574484;47276.04782608699;8.936170212765957;"F";114.0;"31";"7";1100.0;129261.8;96.0
30.0;"monthly issuance";2/17/93 11:00 PM;6389.840425531915;6010.77209302326;5.48936170212766;"F";554.0;"75";"7";600.0;48020.4;461.0
1.0;"monthly issuance";2/17/93 11:00 PM;17036.136170212765;17250.42666666665;6.51063829787234;"F";4336.0;"31";"7";200.0;58133.1;3593.0
24.0;"monthly issuance";2/17/93 11:00 PM;22294.9085106383;22886.248888888873;5.574468085106383;"M";3655.0;"32";"7";400.0;71448.9;3026.0
10.0;"monthly issuance";2/18/93 11:00 PM;10842.353191489363;10750.33777777777;5.659574468085107;"F";1266.0;"48";"7";800.0;46554.6;1054.0
71.0;"monthly issuance";2/18/93 11:00 PM;4731.448936170213;4412.493023255817;4.8936170212765955;"M";2939.0;"82";"7";500.0;44086.0;2433.0
50.0;"monthly issuance";2/18/93 11:00 PM;6498.444680851063;6595.051162790699;4.914893617021277;"F";4451.0;"73";"7";400.0;35880.2;3691.0
70.0;"monthly issuance";2/18/93 11:00 PM;22523.41276595744;22386.826666666653;5.702127659574468;"M";4567.0;"63";"7";800.0;78718.6;3787.0
2.0;"monthly issuance";2/18/93 11:00 PM;6353.670212765956;5755.509090909094;5.702127659574468;"F";153.0;"19";"7";300.0;73884.4;128.0
39.0;"monthly issuance";2/19/93 11:00 PM;6278.136170212766;6360.885714285719;5.0212765957446805;"M";3831.0;"82";"7";1000.0;35597.2;3168.0
12.0;"monthly issuance";2/19/93 11:00 PM;38715.84117647059;36460.76470588235;7.722222222222222;"M";5965.0;"49";"7";700.0;134571.2;4937.0
69.0;"monthly issuance";2/19/93 11:00 PM;23031.706382978722;23034.093333333316;6.553191489361702;"M";2569.0;"52";"7";500.0;72959.2;2124.0
1.0;"monthly issuance";2/19/93 11:00 PM;18010.444680851062;18164.959999999985;5.595744680851064;"F";392.0;"50";"7";1000.0;59676.2;322.0
31.0;"monthly issuance";2/20/93 11:00 PM;7193.231914893618;7087.933333333333;5.957446808510638;"M";5246.0;"18";"7";800.0;79217.5;4355.0
1.0;"monthly issuance";2/21/93 11:00 PM;24803.244680851058;23948.765217391294;6.595744680851064;"F";2038.0;"20";"7";200.0;81719.4;1678.0
2.0;"monthly issuance";2/21/93 11:00 PM;4202.440425531914;4117.361904761908;4.340425531914893;"F";2893.0;"73";"7";500.0;31795.6;2396.0
54.0;"weekly issuance";2/22/93 11:00 PM;36961.13617021276;35756.13043478261;5.574468085106383;"F";1209.0;"43";"7";300.0;119903.2;1005.0
28.0;"monthly issuance";2/22/93 11:00 PM;23724.719148936176;22847.22666666665;5.48936170212766;"F";835.0;"57";"7";200.0;88367.4;697.0
59.0;"monthly issuance";2/22/93 11:00 PM;19937.406382978716;19597.848888888875;5.127659574468085;"M";1114.0;"20";"7";500.0;66128.5;925.0
64.0;"monthly issuance";2/22/93 11:00 PM;3106.668085106382;2902.2190476190494;4.361702127659575;"M";2554.0;"59";"7";600.0;32057.6;2110.0
60.0;"monthly issuance";2/23/93 11:00 PM;8894.263829787236;8985.481818181814;7.361702127659575;"M";1654.0;"37";"7";900.0;40449.0;1366.0
57.0;"issuance after transaction";2/23/93 11:00 PM;27260.47659574467;26197.956521739132;5.723404255319149;"F";1260.0;"55";"7";1000.0;83437.0;1050.0
33.0;"monthly issuance";2/23/93 11:00 PM;5330.840425531916;5424.600000000004;4.48936170212766;"F";3770.0;"75";"7";900.0;29771.7;3117.0
50.0;"monthly issuance";2/24/93 11:00 PM;9124.097872340426;8620.281818181817;6.085106382978723;"M";675.0;"25";"7";300.0;70816.7;562.0
54.0;"monthly issuance";2/24/93 11:00 PM;6913.9872340425545;7039.027272727273;4.9361702127659575;"F";6481.0;"42";"7";-748.6;41783.7;5369.0
7.0;"weekly issuance";2/24/93 11:00 PM;46489.278723404255;46342.47826086957;5.9787234042553195;"M";2715.0;"43";"7";300.0;126832.2;2242.0
1.0;"monthly issuance";2/24/93 11:00 PM;23277.47234042553;23816.91555555554;5.148936170212766;"F";239.0;"26";"7";800.0;75298.8;197.0
